gene_name,CtrlBF_fpkm,CtrlBF_1_fpkm,CtrlDM_fpkm,CtrlDM_1_fpkm,CtrlTL_fpkm,CtrlTL_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
MIR1302-2HG,0.171823486,0,0.060619654,0,0.061410206,0.057441321,0.165581156,0.056793829
AL356056.1,0,0.054814888,0.022465578,0.021460223,0.045517111,0,0.020454732,0
PITX3,0,0,0.088990175,0,0,0.252973063,0.040512428,0
RNA5SP466,0,0,0,0.547434402,0.580553897,1.086066454,1.043570127,0.536912028
TRDN,0.122191289,0.022539555,0.046188557,0.06177021,0.131014551,0.043766857,0.084108637,0.103856416
YEATS2,21.04998112,20.04266397,18.86720253,17.7565591,20.3596363,20.51976437,20.85913968,20.04997336
LAMP1,10.72949201,9.674714654,11.92773822,12.41385486,11.86478575,11.71112327,11.14487073,12.62992224
CLCP2,0,0.478274,0,0.421303435,0.148930691,0,0.267709201,0.413205456
NLGN2,67.38055436,64.55098294,63.04130563,68.91281797,62.71111809,63.054083,67.16642976,66.29267317
DPH6-DT,0.076390934,0,0,0,0.081907016,0,0,0
TSGA10IP,0.056718972,0,0,0,0.060814569,0,0,0
RPS3AP2,0.155112095,0,0,0,0.166312522,0,0,0
RNU6-531P,1.124562689,0,0,0,1.205765785,0,0,0
HNRNPDL,130.3564483,137.6306802,129.5609279,121.2365261,128.9491202,112.8398452,125.1472318,121.8288296
RBM27,5.449461886,5.762354654,5.278471596,5.024279372,5.53794404,5.661480496,5.739794346,5.606478164
AC009032.1,0.678390485,0,0.287204951,0,0,0.816439747,0.392246776,0.672697204
AC018445.1,0.514764611,0,0,0.312268919,0,0,0.099212653,0
C13orf46,0.228664989,0.065613059,0.080673445,0.06165059,0.14710594,0.137598617,0.05876203,0.120931176
OGFRL1,4.046690819,4.886840358,3.96249471,4.058796286,4.304351336,4.297591885,3.95556201,4.268317502
AC026471.1,5.333682656,5.373193439,5.379303175,4.317965732,5.780981497,5.446124379,5.866202203,4.062504226
AC008750.1,0.713137315,0.204627392,0.880586725,0.961348218,0.25487732,1.430428988,0.343614554,0.707152427
AC124312.2,0.410847259,0.707330284,0.724738489,1.384611602,0.587351952,1.64817579,0.791842439,0.543199054
IGBP1P1,0,0.099778669,0,0.117191111,0.124281112,0,0.055850136,0.172407827
AC023644.1,0,0,0,0.127420076,0.135128924,0,0,0
AC079465.1,0,0,0,0.028194046,0.029899771,0,0,0
ALOX15B,0,0,0,0.039050803,0.041413356,0,0,0
CCDC155,0,0,0,0.021025219,0.022297234,0,0,0
AC135584.1,0.526822161,0,0.185863865,0,0,1.58506996,0,0.348267261
AC007671.1,0.49318171,0.121297201,0.074569478,0.284929713,0.755419528,0.14131949,0.33947462,0.558906014
IQANK1,0.316918108,0.212184887,0.248465142,0.249213413,0.339802321,0.211894138,0.16966917,0.279340822
AL356968.2,1.674766392,1.401624382,1.230959963,0.658489113,1.39665472,0.83982227,1.075948198,0.968748193
C2orf50,0.437882817,0.137068315,0.12639755,0.221358771,0.085363949,0.259502604,0.28770994,0.256577429
RSL1D1,31.03552318,35.75189278,36.55149879,33.57360949,37.64836006,30.8216044,34.29414775,32.0726363
TMEM37,0.025513639,0,0.081011344,0,0,0,0,0
AC011369.2,0.037317971,0,0.118492662,0,0,0,0,0
RNU6-701P,0.546516447,0,1.735308419,0,0,0,0,0
RN7SL525P,0.208847357,0,0.663135717,0,0,0,0,0
AC005358.2,0.015894879,0,0.050469693,0,0,0,0,0
AL807761.4,0.022473966,0,0.071359724,0,0,0,0,0
MIR124-3,0.672152412,0,2.134229895,0,0,0,0,0
DRGX,0,0,0,0,0.043390879,0.040586566,0,0
CNTNAP3P1,0,0,0,0,0.1384102,0.129464875,0,0
ST14,0,0,0,0,0.028827504,0.026964409,0,0
MRLN,0,0,0,0,0.042638436,0.039882753,0,0
AC062004.1,0,0,0,0,0.145138474,0.135758307,0,0
FLJ42393,0,0,0,0,0.055242133,0.051671884,0,0
IL10,0,0,0,0,0.058190089,0.054429316,0,0
RNU6-1189P,0,0,0,0,1.171959268,1.096216608,0,0
AP003072.5,0,0,0,0,0.162224633,0.151740203,0,0
AC079385.3,0.505983707,0.560006238,0.382525754,0.657733299,0.697525819,1.014915005,0.417944031,0.573414082
AC083798.2,1.618187751,1.427790993,1.370159351,1.492899628,0.889205345,1.501183518,1.442444216,1.624664967
COX7A2P1,0,0,0.392969314,0,0.597141151,0.372365641,0.178897736,0
AC080023.1,0.21847046,0.125375688,0,0.073627541,0,0.073035602,0.070177817,0
AL391650.1,0.225672011,0.242828454,0.328422256,0.199643226,0.302459338,0.367785167,0.380578397,0.307694881
OCRL,12.57492527,14.59346952,15.01387089,14.51748368,13.81381277,13.54968198,14.43203793,14.5826865
AC027796.5,0,0,0,0.633459808,0,0,0.100629977,0.414189279
IGLV1-51,0,0,0.477321339,0.151986929,0,0,0,0
AL078645.1,0,0,0.438955085,0.139770486,0,0,0,0
RNU6ATAC18P,0,0,1.838396048,0.5853754,0,0,0,0
SCGB2A1,0,0,0.356387718,0.113479684,0,0,0,0
AL035604.1,0,0,0.160343697,0.051056058,0,0,0,0
AL024507.1,0,0,0.677656937,0.215777064,0,0,0,0
DDX49,16.26004383,17.6365258,18.10026555,18.97037429,19.89253308,16.24411624,17.39233494,17.10393136
PAX1,0.069913035,0.128962439,0.063425449,0.020195701,0.042835061,0.150250013,0.07699783,0.039615029
SHISAL1,21.64637422,21.04203693,19.87606309,19.40695905,15.75157697,21.2750621,18.92338437,19.26584465
CATSPER1,0,0,0.069102345,0,0,0.021826419,0,0
AL590666.4,0,0,0.19422385,0,0,0.06134685,0,0
LINC02092,0,0,0.074330665,0,0,0.023477818,0,0
CIAO2A,13.13148192,15.88758439,13.00587563,14.42141159,17.33480831,11.47820541,11.86496666,15.07601189
AP000892.2,0.36097074,0.932191454,0,0,0.387035931,2.534155059,1.217498482,1.073824055
AC040162.1,0.44230821,0.318765204,0.304836354,0.405592559,0.330869767,0.361066948,0.525364592,0.295797444
NHEJ1,0.056427076,0.145720504,0.059722741,0.076066794,0.040334397,0.094319055,0.108754172,0.111907042
LRRC37A9P,0.108774665,0.084271772,0.149666047,0.021995132,0.034988739,0.043636599,0.073376025,0.032358537
ACTA1,0.58672836,0.774435977,0.952194876,0.63275361,1.048491987,0.588437343,0.866965952,0.93088694
AC007342.1,0.08282898,0,0.087666667,0.167487012,0.532859667,0.083070239,0.159639623,0
C3orf52,0.097122172,0.117046461,0.020558933,0.08837506,0.07289466,0.087664557,0.05615624,0.067414963
COL5A3,0.294552124,0.32067386,0.660188447,0.420429621,1.244707554,0.721148125,0.935038834,0.515435547
AC012291.2,0,0,0.18086694,0.034554597,0.109935396,0,0.098806757,0.101671243
AC011773.3,0.093116656,0,0.098555202,0,0,0,0,0
AC006058.4,0.070032647,0,0.074122954,0,0,0,0,0
BX322557.1,0.308587123,0,0.32661038,0,0,0,0,0
IL23R,0.035798751,0,0.037889603,0,0,0,0,0
SNORD116-16,1.271244779,0,1.34549276,0,0,0,0,0
C20orf141,0.155112095,0,0.16417153,0,0,0,0,0
AL158210.1,0.233909039,0,0.247570668,0,0,0,0,0
AC121338.1,0.090873753,0,0.096181301,0,0,0,0,0
HIGD1AP15,0,0.17977978,0.221045239,0,0,0,0.201259953,0.207094639
TEX13C,0,0,0.012147727,0,0.036918442,0.057554061,0.01106041,0.056905298
AC092143.2,0.712413318,0.204419649,0.251340779,0.780302437,0.06365464,0.059540699,0.286054756,0.176608626
LTB4R,2.475297225,2.040591103,2.425804416,2.436420254,2.288929629,2.561316855,2.902831127,1.467519459
SLC35D1,5.523168651,4.762617878,5.212965619,4.711027501,4.446579309,4.863504987,5.13046307,5.166275227
RNU6-757P,2.339090394,0,0,1.773687462,0,0,1.127055738,1.73959497
ARHGEF33,0.497093726,0.528056364,0.716428049,0.566741638,0.464947125,0.678865195,0.693070991,0.325118732
AP000907.2,0.181606397,0.468990732,1.537706011,0.367223077,1.752479464,1.274947576,1.050051929,0.180082295
CMIP,17.18674951,16.10510115,17.1099272,16.40469096,14.64064239,15.47023294,16.60224456,14.80787749
RNF175,1.438620516,0.940260538,2.199374953,1.818130656,1.913844189,1.616482508,1.61741484,1.373712049
IL1RL2,0,0,0.046817449,0.044722326,0,0,0,0
AF111167.1,0,0,0.141630817,0.135292713,0,0,0,0
NMNAT1P3,0,0,0.139397899,0.133159719,0,0,0,0
AC130456.8,0,0,0.083133199,0.079412915,0,0,0,0
OR3D1P,0,0,0.129618151,0.123817624,0,0,0,0
AC006004.1,0,0,0.05770878,0.055126261,0,0,0,0
RNU2-35P,0,0,0.871727703,0.832717118,0,0,0,0
FBXL16,12.54864237,10.49924734,10.93866388,12.70201517,10.57833528,11.80596981,12.77084967,11.29493851
RTCA,16.36670098,16.22694548,15.85528314,15.9439143,16.59883304,16.08608536,15.97620991,15.56107892
AL138895.1,0,1.16389222,0.357761081,0,2.17456026,0,0.325738652,2.011092451
AL390334.1,0,0,0.074300921,0,0,0.070405268,0,0
TLR10,0,0,0.029353885,0,0,0.027814839,0,0
LINC01366,0,0,0.12567039,0,0,0.119081398,0,0
RNF151,0,0,0.126569871,0,0,0.119933719,0,0
RNU4-52P,0,0,0.896995173,0,0,0.849965051,0,0
AC007494.1,0,0,0.162875439,0,0,0.154335759,0,0
AL136379.1,0,0.057159355,0.046852889,0,0,0,0,0.087791823
ASB9,0,0.063908174,0.052384822,0,0,0,0,0.098157425
CYB5B,8.344212798,9.96120099,10.05094591,9.65254609,9.491715596,9.28608058,8.849256986,9.525813394
NR6A1,0.640261969,0.83379056,0.851415126,0.805014429,0.686494389,0.905563551,1.123258806,0.61046988
THNSL1,5.372250904,5.235825074,5.228525191,4.573129412,5.677412498,4.660222846,4.864667716,4.944466519
DHX38,18.03684701,16.11206685,15.94750529,16.67450247,15.7710601,15.65533804,16.5399549,17.31117145
AL591885.1,0,0.055962578,0.034403928,0.098592966,0,0,0.031324506,0.096697886
RN7SKP203,0,0.151621502,1.677813261,0.356162141,0.566564646,0.706597452,0.50921193,0.174658129
AC073389.2,0.799068147,1.313174049,0.845738306,0.881335385,1.6356475,0.582833178,1.540076163,0.936427934
AC005480.1,0.295862686,0.203747386,0.219199934,0.044869402,0.348949167,0.341233123,0.35639253,0.249372751
GAS2L3,4.395040415,5.678703582,4.232988694,4.556612395,5.081276846,4.338834685,3.630316319,5.313367977
DND1P1,0.44175456,0.617939944,0.526000002,0.502461037,0.296033148,0.332280955,0.957837737,0.219023603
YWHAZP3,2.614836822,1.70522827,1.845038852,1.922696436,2.039018563,1.986706928,1.908969745,2.750037215
AC084117.1,0,0.559314873,0.687696299,0.437947521,0.232221559,0.434426582,0.417428051,0
ARHGAP31,0.292884827,0.359406296,0.679341933,0.567035634,0.881966789,0.74371942,0.480415915,0.549957205
AC114284.1,0.052493052,0.090374037,0,0.371508445,0,0.1052919,0.101171969,0
AC005091.1,0.147421663,0.169204499,0.104021289,0.198732489,0.2107557,0.049283688,0.331486982,0.097456301
TMEM185AP1,0.107101209,0.092194759,0,0,0,0,0.103210232,0.106202379
AC078820.1,0,0.067841427,0,0,0,0.079039877,0.075947152,0.07814892
FAM9C,0,0.008593093,0,0,0,0.010011538,0.0096198,0.009898685
ANKRD20A2,0.059157572,0.089116937,0.046959535,0.119621478,0.047571943,0.044497412,0.042756287,0.146652754
TTC7A,3.458649273,2.615072703,2.449342842,2.799170984,3.031679349,2.793546092,2.554486669,2.878880724
BBS10,10.45921504,10.16568394,9.055783815,10.01553699,9.749429719,8.646236971,9.311141976,9.387522229
VMAC,2.308995619,1.853630035,1.180738544,1.704964286,1.863748001,2.315721108,2.02510015,1.337754192
SNRPB,49.87497123,48.64463857,48.67146344,51.02705453,56.51814835,47.03738515,54.89766797,49.54714938
SNORA73B,1.146612938,0.987026246,3.337349688,2.028727489,1.536760314,1.724929074,3.314869816,1.42123772
RPL3L,0,0.073007017,0.067323423,0,0,0.063793606,0.061297448,0.063074509
ADAMTS9-AS2,0.60278524,0.366274595,0.187644515,0.430193418,0.494238219,0.625877733,0.307527942,0.47818117
RPL21P119,0.487310499,0.524357693,1.031544449,0.739036443,1.698120147,0.855277332,0.352204918,0.96644165
DGUOK-AS1,0.608433917,0.58194611,1.001731026,0.410101147,0.36242671,0.610206123,0.586329574,0.335182075
PABPN1L,0.044503242,0.383092378,0.141307459,0.134983825,0.238583793,0,0.214432218,0.264778534
PPID,20.71992188,23.03244824,22.64546363,22.88096885,22.49096801,21.10752189,21.92121163,21.19315248
PIGH,5.496661817,6.648459806,5.902628271,5.030011328,7.291677276,6.619230401,5.992920731,5.689241411
AC080162.1,0.595491444,0.512610372,0.126054312,0.963306157,0.638491047,0.955561524,0.34431438,1.417185311
EGR1,3.671134541,2.646853365,3.569972185,3.033393684,4.915282321,3.700517057,2.621895119,3.991422493
LINC01936,0.118856219,0.017052283,0.062899052,0.140196615,0,0.119202416,0.038179395,0.058929369
ARPC1B,0.117306439,0.050489808,0.062078904,0.103776431,0.141499094,0.102942106,0.056522354,0.087241473
MAPK3,17.69140322,17.45172162,20.14168556,20.75505997,18.91760743,16.97567157,20.01299572,15.85185568
AL121832.1,0.253148311,0.108957443,0.133966812,0.042657226,0.090475932,0,0.040658576,0.083674602
TSPYL4,38.98950315,38.71716708,43.91714119,42.80046459,34.64990098,40.70254887,39.3930247,43.69795977
AC019080.5,0.463492152,0.265988579,0.327041833,0.624812844,0.496960271,0.309894787,0.297769019,0.30640158
SMIM4,1.672798328,0.953223977,1.720626116,1.667447251,1.919897817,1.748558239,1.316866091,1.588671205
GAMT,10.53710092,13.38585032,11.79643839,11.71140563,14.71606281,10.12848491,11.67860502,13.87525465
PPEF2,0.1174478,0.121321563,0.062153713,0.083121191,0.025185708,0.011778989,0.06790856,0.128108353
AIMP2,8.399345266,7.42202924,8.889915165,8.845920422,6.208578558,9.09388614,8.676734867,8.675890764
MRC1,0,0,0.023814031,0.011374166,0.012062297,0,0.010841244,0.022311081
AL445253.1,0,0,0.076316482,0,0.231935219,0.072315152,0.277942229,0
MIR222,0,0,2.250642434,0,1.139996742,0.533159896,0.512298063,0
DBH-AS1,0.355401766,0.141201511,0.202547297,0.4146067,0.322439471,0.137091137,0.421526223,0.243982464
AC007383.2,5.259560121,4.430163256,5.925893644,5.088916316,4.426583095,3.686743959,3.760485778,5.047180763
HINT1,59.77608328,66.35508261,66.04868281,64.00910676,74.81228621,59.52609061,66.48231675,68.70920904
AQP5,0,0,0.131337224,0.094094826,0.033262504,0.124451116,0.119581511,0.092286205
TREH,0.110265103,0.205656317,0.252861304,0.241545537,0.039409064,0.09215523,0.177098639,0.054669861
STIL,2.542489558,2.506215456,2.33445116,2.132674085,2.794876117,2.099440488,2.44239208,2.64044955
VPS26B,27.24067943,25.13422826,29.64317922,27.09458301,24.90390847,24.0452399,29.04997898,25.68829633
RNU7-57P,14.61931496,10.90664002,14.44162229,8.86843731,17.76494923,11.7295177,15.02740983,16.42950805
MORN3,1.6226833,1.710145837,1.396437247,1.793926634,1.642293025,1.946807917,2.016775049,1.067697466
ERVK3-1,4.284218918,3.597743088,4.275682945,3.472279523,2.309270725,3.572797548,3.051554456,3.636421896
DENND5B-AS1,0,0,0,0,0.095871286,0.179350424,0.215415852,0
CYP2F2P,0,0.065078654,0.240049128,0,0,0.075821058,0.254989986,0
MRPS27,11.63976789,12.61744256,12.58576118,13.72966489,13.00027002,12.12404456,12.92193377,13.15405606
FUT5,0.410984758,0.176891752,0.372847391,0.504563033,0.125903255,0.412181847,0.396053723,0.116438753
AC105250.1,0,0,0.030088803,0,0.060962393,0.028511224,0.027395618,0.056379678
AC026979.4,0.407951235,0.427991106,0.121437541,0.47690165,0.287049539,0.536995578,0.466842359,0.429810544
DHX8,6.537308386,6.828152827,7.150355047,7.345763126,6.174481828,6.269825537,6.731672118,6.299136877
ST3GAL5,2.239752874,2.079178831,2.4805616,2.221004237,2.274684025,2.246276677,2.220544305,2.146331989
MN1,20.65289419,19.7806834,14.17585846,14.44065489,14.88234406,18.65470546,15.53675562,20.916747
SOX2-OT,0.687772002,0.759157339,0.399193906,0.441146038,0.580829223,0.617460147,0.399096534,0.894666651
FUT10,1.470798009,1.795873654,1.711267103,1.887799118,2.035563216,1.809852446,1.568147476,1.79979501
ZNF792,2.334118307,2.496705501,2.221937973,2.38781732,1.52529087,2.313213812,2.422344641,2.355615925
FAM131A,8.09836338,7.354755568,7.55194558,8.048665794,7.046265578,6.67629691,7.766266427,6.646519717
DOP1B,4.740349303,4.426206068,5.243398695,4.687929948,4.138327044,4.812609423,5.591594357,4.231794334
AC021491.2,0.066001422,0.170445842,0.069856283,0.133460306,0,0,0.063603597,0
DCPS,2.124554918,2.238112104,2.264365864,2.057886029,2.819580357,2.115842878,1.803976409,2.445568809
AC010336.6,0.221504772,1.430066436,0.11722096,0.559876093,0.831247625,0.999674804,0.747101341,0.21964583
AC020934.1,0.079130257,0.204350495,0.083751917,0,0,0.158721484,0.076255463,0
KIF18A,3.50763341,4.108591898,3.407544003,3.343712439,4.325051908,3.090682685,3.114614185,3.76390514
LINC00893,1.508985895,0.810106447,0.772799671,0.98428827,1.130823627,1.692383242,1.422892232,1.174532305
AL390961.3,0,0.059571998,0,0,0.123668286,0,0.022229896,0
AL355312.1,0,0,0.056886642,0.027170457,0.115257024,0,0,0.026648207
EXOC6B,6.032958454,6.763118936,7.113681049,6.74315491,6.001277349,6.24608033,6.515635552,6.949053817
CLUL1,2.569593581,3.167414957,3.089805526,2.936161425,2.412785617,3.065045577,2.739982097,2.698799615
MED12L,2.479224504,2.194000015,2.506312133,2.150520498,1.848350372,1.835787104,2.549920066,2.054042717
SCAND3P1,0.055167226,0.284933992,0,0,0.354904646,0,0.106326013,0
AC005697.2,0.154838287,0.111073121,0.163881731,0.130456565,0.083009472,0.181170838,0.099475352,0.102359222
SFXN4,10.76883158,8.892747171,8.912809105,7.75434383,8.693390574,9.261797971,9.110568328,10.05761546
AP001178.3,1.166213159,1.266824284,1.234326691,1.066795245,1.131335798,2.227828623,1.685767129,1.376697507
SERF1B,2.165824439,0.313480312,0.669438876,5.71657163,0.431562189,1.518570794,2.419605074,2.907877531
AC115837.1,0.175256523,0,0.061830836,0.295319258,0.187911551,0.175766999,0.225185962,0.231714282
AC004467.1,0.354407635,0,0,0,0,1.066319791,0,0.175716664
ABCC3,0.018247533,0,0.019313293,0.012299338,0.00652172,0.067102504,0.023446136,0
AC136603.1,0,0,0,0.46249999,0,0.152927219,0,0.075601694
PDLIM5,2.077550981,2.355779774,1.975654112,2.814869191,2.357603723,3.363378385,1.910608464,3.518928208
AC009133.4,3.856788974,2.332971126,1.765209752,3.583206994,2.458816503,3.031693524,2.812616814,2.067254866
AL022345.4,0.740218479,0.637194159,0.156690296,0.523873934,0.317467447,0.371187269,0.356663208,0.88080758
STOML2,31.2461549,34.25571321,31.42612159,34.17736638,37.49490946,30.29800669,33.04407603,35.96061953
ZNF835,2.845567784,2.608955064,2.797912096,2.928056853,2.274741556,3.073383561,2.336539393,2.855079565
STRIP1,14.49205215,12.97485739,12.83818241,13.39754857,10.91618208,12.5001049,13.34469559,13.44763068
EXOC2,10.17455033,13.42557734,13.30263823,12.56495433,12.62049374,12.53455384,12.99405019,12.96346777
PPP4C,23.97695987,23.23591193,22.25328881,25.30132078,25.77710264,18.79125367,23.25016225,21.37907498
THAP12P8,0.082946468,0,0.146318362,0,0.029645305,0,0.026644344,0.137083922
SMIM10,0.038071133,0,0.08058941,0.115474444,0.163280783,0.343638214,0.110064037,0.037751627
AL357054.1,0.142976185,0,0.050442271,0,0.153300295,0,0.045927292,0
LIPE-AS1,1.40356541,1.626904477,1.55908334,1.222360656,0.908909,1.393716457,1.258831266,1.722507693
NLRC4,0.064544437,0.01389027,0.034157101,0.01631427,0.017301275,0.064732438,0.015549886,0.096004137
PKDREJ,0,0,0.040226613,0,0,0,0.036626015,0
LIME1,2.132700065,1.04624782,1.674742753,1.344756507,1.868700542,1.310946096,2.165714947,1.341648408
GATA6,0,0,0.078444445,0.014986797,0,0.40139034,0.071423051,0.014698732
MCF2L-AS1,3.942287181,3.322895942,3.564044024,3.819738916,4.226954213,2.30636584,3.878211456,2.36180965
ARSA,7.997742564,5.820155785,6.607232181,5.888093894,7.698477318,6.420830802,6.899949007,5.854025819
DUSP19,1.163888914,0.749082419,0.587151416,1.011776082,1.306246267,1.287279659,1.226427839,1.046259375
AL359091.2,0.03372391,0,0.071387159,0.03409626,0.036159066,0.033822139,0.129994895,0
CYYR1-AS1,0,0.10845858,0,0,0.016886566,0,0.015177158,0
DBF4P1,0,0.106423549,0.196276956,0.031248898,0.06627888,0.061995337,0.029784771,0.061296511
PNMA6B,2.144166194,1.803790464,2.166243343,1.822956558,2.507992833,2.24815756,2.582836065,2.12617163
SLC24A5,0.183582858,0.379275887,0.246119856,0.247479763,0.341187807,0.380509678,0.389209286,0.303403615
FRRS1L,4.025268031,3.827383153,3.611963596,3.974713639,3.493845662,3.976682684,3.741399116,3.68215573
AP003119.3,1.185726881,1.885286057,1.934145842,1.325752397,1.450830778,1.259132387,1.572823489,1.72908215
STK24,7.940937828,8.653009091,8.435483133,8.537746498,9.033509003,7.949499246,7.633779857,8.776957867
CALCOCO1,11.74408444,10.1038742,10.96928925,9.66112823,10.33017952,10.81599154,11.19709229,10.80485675
ARID3A,4.039067324,3.267453874,3.004498395,3.23905015,3.678505438,3.269948763,3.407741342,3.120493982
AC016745.2,0.016984391,0,0.017976377,0.017171919,0,0.017033862,0.049102051,0
AL354822.1,0.057955659,0,0,0,0.020713519,0,0,0
AC090337.1,0.0845862,0,0,0,0.03023135,0,0,0
RNU6-808P,1.624368329,0,0,0,0.580553897,0,0,0
AC005776.2,0.099170028,0,0,0,0.035443652,0,0,0
GJD4,0.111032772,0,0,0,0.039683431,0,0,0
AL157884.1,0.386413611,0,0,0,0.138105332,0,0,0
AC093567.1,0.200036237,0,0,0,0.071493524,0,0,0
ORAOV1P1,0.444131087,0,0,0,0.158733724,0,0,0
RPL37AP8,0.63562239,0,0,0,0.227173264,0,0,0
ELOCP32,0.54145611,0,0,0,0.193517966,0,0,0
AC009996.1,1.164172095,1.07922931,1.042602353,1.720268595,0.864162921,1.077750478,1.208176135,1.598402729
LINC01703,0.356134347,0.183940336,0.226160781,0.648119657,0.534590433,0.642909009,0.205917613,0.423774658
PAQR7,3.511828162,2.015365692,1.877241946,2.52845953,3.004722988,2.988412153,2.256162532,2.620560616
RPS16,183.4069725,207.0002212,193.8098841,204.8292167,236.6358201,171.4816735,206.0567904,209.9810755
AL133325.3,0,0.013701235,0.185307386,0.048276741,0.221855653,0.047888613,0.030676531,0.236744008
PTGER4P2,0,0.382801053,0.235333334,0.562004899,0,0.111497317,0,0.220480985
BRCA1,1.693148048,2.273909926,1.455188425,1.731148824,2.375044916,2.151326584,1.778851442,2.423730882
AC104996.2,0.350863559,0,0.123785334,0.118245831,0.125399642,0.175942766,0.169058361,0.289932495
BCL7B,8.717107058,7.603334589,9.470871114,8.62974231,7.558674052,7.550338893,7.859479593,7.989105451
ATG9A,6.028455873,6.063191072,6.419857494,6.683242342,5.481588908,5.785304032,5.928733082,5.79373995
UEVLD,2.406951584,2.500943746,2.244521013,2.605053208,2.83087133,2.775525041,2.258198713,2.618066772
DPYSL5,80.69845337,79.47896734,88.33191329,94.1423227,73.53212494,81.92767379,87.47060633,84.6820775
AC012181.2,1.070299265,1.088849253,0.308948421,0,0.521629125,0.975833419,0.281295109,1.64021711
AL031600.2,0.190479674,0.491905588,0,0.192582786,0,0.382068981,0.183559566,0
RPL7AP30,0.220391683,0,0.155509213,0.297100077,0.157537238,0.14735575,0.283179834,0.218542082
AC009955.2,0.97102461,1.300252287,1.027738012,0.981745828,1.041140936,2.27232354,1.559578973,0.427944642
RPL7P24,0.233286941,0.06693928,0.082304078,0,0.250132264,0.155977629,0,0.462658237
DENND5B,8.882752645,7.998054319,8.02251545,8.113064961,7.290032218,8.799731008,8.151472974,7.736660211
AL663074.2,0.366245886,0,0.129212248,0,0,0,0,0
HNRNPCP6,0.201414213,0,0.071059319,0,0,0,0,0
AC004597.1,0.312712619,0,0.11032561,0,0,0,0,0
AC130343.1,0,0,0,0.386424284,0.136600917,0,0,0
RNY4P9,0,0,0,1.828543775,0.646389905,0,0,0
GTF2IP5,0.399981257,0.344311481,0.592679437,0.323518005,0,0.080229259,0.462539974,0.39662448
CNST,6.132113874,5.380643075,5.434682001,5.840409576,5.050289519,5.565677937,4.862592721,5.865233519
UTF1,0.15162643,0.087015278,0.106988188,0.357701303,0.108383441,0.101378718,0.292235714,0.15035393
PCDHB14,2.725224413,2.356351389,2.717739311,2.743068155,2.298647118,3.595626802,2.357759517,2.786426629
AL022341.1,1.352944315,1.164640223,1.750178243,1.519869291,0.483546176,0.904590054,2.028120864,1.043458851
ELOCP19,3.677815085,2.691043255,3.11409645,3.718422352,2.366030974,4.979512232,4.253040519,3.829297103
HSD17B1,1.002526371,0.756231668,0.601643104,0.846404409,0.964101169,0.891426761,0.956144846,0.891626973
SLC25A1P5,0,0.450023461,0.237136655,0.302032773,0,0.14980227,0.143940707,0.074056831
AC027307.1,0.639794965,0.881196298,0.677162658,0.258743612,0.274397465,0.513326814,0.616551279,0.888195827
ARGLU1,102.1791983,99.0045085,90.1544992,87.29025272,84.61777884,87.04271183,89.66009671,88.76625164
IPO4,0.058395506,0.060321556,0.012361228,0.059040259,0.012522433,0.058565597,0.033764402,0.09264869
AC023024.1,0.722498963,0.757990426,0.979768087,0.821785697,1.162004401,0.65667184,1.479532628,0.492549412
AC002451.1,0,0,0,0,0.060114881,0.168689133,0,0
RRN3P2,0,0,0,0,0.027608904,0.077473697,0,0
RNA5SP259,0,0,0,0,0.575227714,1.614153812,0,0
HIRA,3.971937631,3.407410215,4.491861383,2.984338833,3.719110098,3.437820959,3.237761888,3.695813148
IARS2,20.27398877,20.58251873,19.31823938,20.51203187,23.98098789,20.53017624,21.01221561,19.46341551
AC112491.1,0.707386208,0,0.499134411,0.476797705,0,0,0.227228979,0
MIR6746,0.928210474,4.794127479,0,0,0,0.930914103,0.894488681,0
ZNF143,7.542779087,8.134047615,8.568179265,7.193078533,7.465322394,5.389537427,7.441816174,8.232904771
LUM,0.11664347,0.51877942,5.699557428,1.454486616,17.42588105,16.45563986,4.233952737,3.855485305
EHBP1,12.47239768,13.48031185,13.0653093,13.00574657,12.20582958,13.20801634,13.02716816,12.20545605
AC073111.1,0,0,0.147363493,0.422306539,0,0,0,0
AL021937.4,0,0,0.139397899,0.399479158,0,0,0,0
AC104772.1,0,0,0.071801238,0.205764207,0,0,0,0
SNORA13,4.8364651,1.135451245,1.861433592,2.222665993,1.414281673,1.322877936,1.694820658,1.307966143
CRAT,14.00809459,12.60113023,12.31994449,14.81570822,14.07984407,11.92074308,12.32856132,13.34162151
TSHZ1,5.140858008,5.30069209,5.657861234,6.29711525,5.686217297,5.276229132,5.845555359,5.713921408
TRMO,1.739152387,1.293490498,1.42840559,1.30821583,1.775226904,1.269790758,1.287144311,1.434831286
RNA5SP372,3.559485382,1.750898732,0,0.514112308,0.545215833,1.529937092,0,1.512691278
RANBP10,7.314183584,6.070211411,6.352142134,6.122791084,5.609983968,6.300530406,6.734419732,6.426986576
MIR3181,0.801058354,2.068698844,0,2.429708852,2.576704965,0.803391623,1.543911969,0
KIR2DL4,0,0,0.035900619,0,0,0.102054968,0,0
LAMA5-AS1,0,0,0.073419534,0,0,0.208710279,0,0
AC103591.4,0,0,0.034480594,0,0,0.098018254,0,0
AC090579.1,0,0,0.122802911,0,0,0.349092789,0,0
AL133384.2,0,0,0.020952155,0,0,0.059560855,0,0
