,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
SLC24A4,0.3684738955823293,,0.3700228652527005,
SLC25A30,0.3684738955823293,,,
SLC26A10,0.3684738955823293,,0.3700228652527005,
SLC2A3,,0.3393416927899687,,
SLC2A6,,,0.3700228652527005,0.3705050505050505
SLC30A2,0.3684738955823293,0.3393416927899687,,
SLC30A3,0.3684738955823293,,0.3700228652527005,
SLC31A2,,0.3393416927899687,0.3700228652527005,
SLC32A1,0.3684738955823293,,0.3700228652527005,
SLC33A1,,0.3393416927899687,,
SLC35A2,0.3684738955823293,,,
SLC35B4,0.3684738955823293,,,
SLC35C1,,0.3393416927899687,0.3700228652527005,
SLC35F5,0.3684738955823293,0.3393416927899687,,
SLC35G2,0.3684738955823293,,0.3700228652527005,
SLC36A1,0.3684738955823293,,0.3700228652527005,
SLC38A3,,,0.3700228652527005,
SLC39A5,,,0.3700228652527005,
SLC39A8,0.3684738955823293,,0.3700228652527005,
SLC3A2,,0.3393416927899687,,
SLC41A3,0.3684738955823293,,,
SLC43A2,0.3684738955823293,,,
SLC4A8,,0.3393416927899687,,
SLC6A1,,0.3393416927899687,,0.3705050505050505
SLC6A15,0.3684738955823293,,0.3700228652527005,
SLC6A3,0.3684738955823293,,,0.22902097902097904
SLC6A9,,,0.3700228652527005,
SLC7A11,,0.3393416927899687,0.3700228652527005,
SLC7A14,,0.3393416927899687,0.3700228652527005,
SLC7A5,,0.3393416927899687,,
SLC7A8,0.3684738955823293,0.3393416927899687,,
SLC8A1,0.3684738955823293,0.3393416927899687,,
SLC8A3,0.3684738955823293,,,0.3705050505050505
SLC9A3R1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SLCO2A1,0.3684738955823293,,,0.22902097902097904
SLCO4A1,,0.3393416927899687,,
SLIT2,,0.3393416927899687,,
SLIT3,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SLITRK1,0.3684738955823293,,0.3700228652527005,
SLITRK2,0.3684738955823293,,0.3700228652527005,
SLITRK3,0.3684738955823293,,0.3700228652527005,
SLITRK4,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SLITRK5,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SLITRK6,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
SMAD1,,0.3393416927899687,,
SMAD5,0.3684738955823293,,0.3700228652527005,
SMAD7,,,0.3700228652527005,0.22902097902097904
SMAD9,,,0.3700228652527005,
SMOC1,0.3684738955823293,,,0.22902097902097904
SMPD1,0.3684738955823293,,0.3700228652527005,
SMPD3,0.3684738955823293,0.3393416927899687,,
SMPDL3A,,,0.3700228652527005,
SMTN,0.3684738955823293,,,
SNED1,0.3684738955823293,,0.3700228652527005,
SNTB1,0.3684738955823293,,0.3700228652527005,
SNTB2,,0.3393416927899687,,0.22902097902097904
SNX11,,0.3393416927899687,,
SNX20,,0.3393416927899687,,0.22902097902097904
SOCS2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SOCS3,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
SOCS6,0.3684738955823293,,0.3700228652527005,
SOCS7,,,0.3700228652527005,
SORBS1,0.3684738955823293,,0.3700228652527005,0.22902097902097904
SORBS3,0.3684738955823293,,,
SORCS1,0.3684738955823293,,0.3700228652527005,
SORCS2,0.3684738955823293,,,
SORCS3,,0.3393416927899687,,
SORL1,,,0.3700228652527005,
SOSTDC1,0.3684738955823293,,,
SOX10,,,,0.22902097902097904
SOX8,,,0.3700228652527005,
SOX9,0.3684738955823293,,,
SP110,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SP8,,,,0.49522952295229516
SPAG9,,0.3393416927899687,,
SPATS2L,,,,0.49522952295229516
SPEG,,0.3393416927899687,0.3700228652527005,
SPHK1,,0.3393416927899687,,
SPHK2,0.3684738955823293,,,
SPHKAP,0.3684738955823293,,,0.3705050505050505
SPN,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SPNS2,,0.3393416927899687,,
SPOCK1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SPOCK3,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SPON1,,0.3393416927899687,,
SPP1,,,0.3700228652527005,
SPRED1,0.3684738955823293,,0.3700228652527005,
SPRED3,,0.3393416927899687,,
SPRY1,0.3684738955823293,0.3393416927899687,,
SPRY2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SPTB,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.3705050505050505
SPTBN2,,,0.3700228652527005,
SPTBN4,,0.3393416927899687,0.3700228652527005,
SQOR,,0.3393416927899687,,0.22902097902097904
SRCIN1,,0.3393416927899687,,0.22902097902097904
SRF,,0.3393416927899687,0.3700228652527005,
SRGAP2,0.3684738955823293,,0.3700228652527005,
SRGAP2C,0.3684738955823293,,0.3700228652527005,
SRGN,,0.3393416927899687,0.3700228652527005,0.22902097902097904
SSH1,,,0.3700228652527005,
SSPN,,0.3393416927899687,0.3700228652527005,
SST,,0.3393416927899687,,
SSTR3,,,0.3700228652527005,
ST18,0.3684738955823293,,0.3700228652527005,
ST3GAL1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
ST3GAL4,,,0.3700228652527005,
ST3GAL6,0.3684738955823293,,0.3700228652527005,
ST5,0.3684738955823293,,0.3700228652527005,
ST6GALNAC3,,,,0.49522952295229516
ST6GALNAC4,0.3684738955823293,,,
ST8SIA3,0.3684738955823293,0.3393416927899687,,
ST8SIA4,,0.3393416927899687,0.3700228652527005,
STARD8,0.3684738955823293,,0.3700228652527005,
STAT1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
STAT2,,,,0.49522952295229516
STAT3,,0.3393416927899687,,0.22902097902097904
STAT4,,0.3393416927899687,,0.22902097902097904
STAT5A,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
STAT5B,,,0.3700228652527005,
STAT6,,0.3393416927899687,0.3700228652527005,
STC1,0.3684738955823293,0.3393416927899687,,0.3705050505050505
STMN2,0.3684738955823293,0.3393416927899687,,0.22902097902097904
STMN3,0.3684738955823293,,0.3700228652527005,
STMN4,,,0.3700228652527005,
STUM,,,,0.3705050505050505
SULF1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
SUSD1,0.3684738955823293,,0.3700228652527005,0.22902097902097904
SUSD4,,0.3393416927899687,0.3700228652527005,
SUSD5,0.3684738955823293,,,
SVIL,,0.3393416927899687,,
SWAP70,,,0.3700228652527005,
SYNGR2,,0.3393416927899687,,
SYNPO,,,0.3700228652527005,
SYT1,0.3684738955823293,,,
SYT11,0.3684738955823293,,0.3700228652527005,
SYT13,,0.3393416927899687,,0.3705050505050505
SYT6,,,0.3700228652527005,
SYT7,0.3684738955823293,,,
SYT9,,,0.3700228652527005,
SYTL1,0.3684738955823293,0.3393416927899687,,0.49522952295229516
SYTL2,,,,0.3705050505050505
SZT2,0.3684738955823293,,,
TAC3,0.3684738955823293,,,
TAGAP,,0.3393416927899687,0.3700228652527005,0.22902097902097904
TAGLN,0.3684738955823293,,0.3700228652527005,
TAOK3,0.3684738955823293,,,
TAP1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
TAP2,,0.3393416927899687,,0.3705050505050505
TAPBP,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
TAZ,0.3684738955823293,,0.3700228652527005,
TBC1D1,0.3684738955823293,,,
TBC1D12,,0.3393416927899687,0.3700228652527005,
TBC1D14,0.3684738955823293,,,
TBC1D24,0.3684738955823293,,,0.22902097902097904
TBC1D5,0.3684738955823293,,,
TBC1D9,,0.3393416927899687,0.3700228652527005,
TBR1,0.3684738955823293,0.3393416927899687,,
TBX21,,0.3393416927899687,0.3700228652527005,0.22902097902097904
TCTA,0.3684738955823293,0.3393416927899687,,
TENM1,0.3684738955823293,,0.3700228652527005,
TENM4,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TESC,,0.3393416927899687,,
TESK1,,0.3393416927899687,0.3700228652527005,
TF,,,0.3700228652527005,
TFAP2E,,0.3393416927899687,,
TFDP1,,0.3393416927899687,0.3700228652527005,
TFEB,,,0.3700228652527005,
TG,,,0.3700228652527005,
TGFB1,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TGFB1I1,,,0.3700228652527005,
TGFB3,0.3684738955823293,,,
TGFBI,,0.3393416927899687,0.3700228652527005,
TGFBR1,0.3684738955823293,,0.3700228652527005,
TGFBR2,,,0.3700228652527005,
TH,,,,0.49522952295229516
THBD,,0.3393416927899687,0.3700228652527005,
THBS2,0.3684738955823293,,0.3700228652527005,
THBS4,0.3684738955823293,,0.3700228652527005,
THEM6,0.3684738955823293,0.3393416927899687,,
THEMIS2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
THSD4,,0.3393416927899687,,
THY1,0.3684738955823293,,,0.22902097902097904
TIAM1,,0.3393416927899687,0.3700228652527005,
TIAM2,0.3684738955823293,,,
TIMP2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TIMP3,,0.3393416927899687,,
TIMP4,,0.3393416927899687,,0.22902097902097904
TIPARP,,,0.3700228652527005,0.22902097902097904
TLN1,,0.3393416927899687,0.3700228652527005,
TLN2,,0.3393416927899687,,
TLR4,,,0.3700228652527005,
TM7SF3,0.3684738955823293,,,
TMC7,,,0.3700228652527005,
TMEFF2,0.3684738955823293,,,
TMEM131L,,,0.3700228652527005,
TMEM144,0.3684738955823293,,,
TMEM158,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
TMEM161A,,0.3393416927899687,,
TMEM17,0.3684738955823293,,,
TMEM176A,,0.3393416927899687,,
TMEM176B,,0.3393416927899687,,
TMEM181,,,0.3700228652527005,
TMEM200A,0.3684738955823293,,0.3700228652527005,0.22902097902097904
TMEM204,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TMEM205,,0.3393416927899687,,
TMEM231,,0.3393416927899687,,0.22902097902097904
TMEM30A,0.3684738955823293,,,
TMEM35A,,0.3393416927899687,,
TMEM41B,,0.3393416927899687,,
TMEM47,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TMEM63A,0.3684738955823293,0.3393416927899687,,
TMEM8A,0.3684738955823293,,0.3700228652527005,
TMEM9B,0.3684738955823293,0.3393416927899687,,
TMIGD2,,0.3393416927899687,0.3700228652527005,
TMOD1,0.3684738955823293,,,
TMPRSS3,,0.3393416927899687,0.3700228652527005,
TNC,,0.3393416927899687,,
TNF,,0.3393416927899687,0.3700228652527005,
TNFAIP6,0.3684738955823293,,0.3700228652527005,
TNFAIP8L2,,0.3393416927899687,0.3700228652527005,0.22902097902097904
TNFRSF10A,0.3684738955823293,,,
TNFRSF14,,0.3393416927899687,0.3700228652527005,0.22902097902097904
TNFRSF18,,0.3393416927899687,,
TNFRSF1A,,0.3393416927899687,,0.22902097902097904
TNFRSF1B,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
TNFRSF21,0.3684738955823293,,,0.22902097902097904
TNFSF10,,0.3393416927899687,0.3700228652527005,
TNFSF13B,,0.3393416927899687,,
TNFSF9,,,0.3700228652527005,
TNK2,0.3684738955823293,,,
TNN,,0.3393416927899687,,
TNR,,0.3393416927899687,0.3700228652527005,
TNS2,0.3684738955823293,,0.3700228652527005,
TNS3,0.3684738955823293,,,
TNXB,,0.3393416927899687,0.3700228652527005,
TOR1A,,0.3393416927899687,0.3700228652527005,
TOR4A,,,,0.3705050505050505
TPBG,0.3684738955823293,,,
TPM1,,0.3393416927899687,0.3700228652527005,
TPM2,0.3684738955823293,,,
TPM4,,0.3393416927899687,0.3700228652527005,
TPPP,,0.3393416927899687,0.3700228652527005,
TPRN,,0.3393416927899687,,
TPST1,0.3684738955823293,,,
TPST2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TRAF5,,0.3393416927899687,,
TRIL,0.3684738955823293,,,0.22902097902097904
TRIM14,,,,0.49522952295229516
TRIM16,0.3684738955823293,,,
TRIM2,,,,0.3705050505050505
TRIM21,,,,0.3705050505050505
TRIM22,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
TRIM25,,0.3393416927899687,0.3700228652527005,0.22902097902097904
TRIM36,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TRIM46,0.3684738955823293,,,
TRIM48,0.3684738955823293,,,
TRIOBP,0.3684738955823293,,0.3700228652527005,
TRIP6,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TRMT2A,,,0.3700228652527005,
TRPC1,,0.3393416927899687,,
TRPV2,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TSPAN11,,0.3393416927899687,0.3700228652527005,
TSPAN14,,0.3393416927899687,,
TSPAN15,,,0.3700228652527005,0.22902097902097904
TSPAN17,,,0.3700228652527005,
TSPAN2,0.3684738955823293,,,0.3705050505050505
TSPAN3,0.3684738955823293,0.3393416927899687,,
TSPAN6,,,,0.49522952295229516
TSPAN7,0.3684738955823293,,0.3700228652527005,0.22902097902097904
TSPAN9,0.3684738955823293,,,
TTC13,,,0.3700228652527005,
TTC28,0.3684738955823293,,,
TTC39A,0.3684738955823293,,,
TTC5,,0.3393416927899687,,
TTN,,0.3393416927899687,0.3700228652527005,
TTR,0.3684738955823293,0.3393416927899687,0.3700228652527005,
TTYH1,,0.3393416927899687,,0.3705050505050505
TUB,,0.3393416927899687,0.3700228652527005,
TUBB4A,,,,0.49522952295229516
TYK2,0.3684738955823293,,,
TYMP,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
TYRO3,0.3684738955823293,,,
TYROBP,,0.3393416927899687,0.3700228652527005,
TYRP1,,,,0.22902097902097904
TYW3,0.3684738955823293,0.3393416927899687,0.3700228652527005,
UACA,,0.3393416927899687,0.3700228652527005,
UAP1,,0.3393416927899687,,
UBE3D,0.3684738955823293,,,
UBR3,,,0.3700228652527005,
ULBP2,,,0.3700228652527005,
UNC5A,0.3684738955823293,,,
UNC5B,0.3684738955823293,,,0.49522952295229516
UNC5C,0.3684738955823293,0.3393416927899687,0.3700228652527005,
UNC5CL,0.3684738955823293,,0.3700228652527005,
UST,0.3684738955823293,,,
UTRN,0.3684738955823293,,0.3700228652527005,
UTS2R,,,0.3700228652527005,
VAMP8,,0.3393416927899687,0.3700228652527005,0.22902097902097904
VANGL2,0.3684738955823293,0.3393416927899687,,
VASP,,0.3393416927899687,0.3700228652527005,
VAV1,,0.3393416927899687,0.3700228652527005,0.22902097902097904
VAV3,0.3684738955823293,,0.3700228652527005,
VCAM1,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
VCAN,0.3684738955823293,0.3393416927899687,0.3700228652527005,
VCL,,,0.3700228652527005,
VEGFA,0.3684738955823293,,0.3700228652527005,0.22902097902097904
VEZT,,,0.3700228652527005,
VIPR1,,,0.3700228652527005,
VIT,0.3684738955823293,,,0.22902097902097904
VKORC1,0.3684738955823293,,,
VLDLR,0.3684738955823293,0.3393416927899687,0.3700228652527005,
VSIR,,0.3393416927899687,0.3700228652527005,
VWA1,,0.3393416927899687,,
WARS,,,0.3700228652527005,0.3705050505050505
WAS,,0.3393416927899687,0.3700228652527005,
WASF1,,0.3393416927899687,0.3700228652527005,
WASF3,,0.3393416927899687,,
WASL,0.3684738955823293,,,
WFDC2,,,0.3700228652527005,0.22902097902097904
WFIKKN2,0.3684738955823293,,,
WFS1,0.3684738955823293,,0.3700228652527005,
WHRN,,0.3393416927899687,0.3700228652527005,
WIF1,,,,0.22902097902097904
WIPF1,,0.3393416927899687,0.3700228652527005,
WIPF2,0.3684738955823293,,,
WLS,0.3684738955823293,,,
WNT10B,0.3684738955823293,0.3393416927899687,0.3700228652527005,
WNT3,0.3684738955823293,0.3393416927899687,0.3700228652527005,
WNT5A,0.3684738955823293,0.3393416927899687,0.3700228652527005,0.22902097902097904
WNT7B,0.3684738955823293,,0.3700228652527005,
WWC1,,0.3393416927899687,0.3700228652527005,
XAF1,,,0.3700228652527005,0.22902097902097904
XYLT1,0.3684738955823293,,,
YIF1A,,,0.3700228652527005,
YIPF1,0.3684738955823293,,,0.22902097902097904
YIPF2,,0.3393416927899687,,
ZBED8,,,0.3700228652527005,
ZC3H12C,0.3684738955823293,,0.3700228652527005,
ZC3H4,0.3684738955823293,,,
ZCCHC18,,,0.3700228652527005,
ZCCHC24,0.3684738955823293,,,
ZDHHC21,,,0.3700228652527005,
ZEB2,0.3684738955823293,,,
ZIC1,,,0.3700228652527005,
ZMYND10,0.3684738955823293,,0.3700228652527005,
ZNF319,,0.3393416927899687,,
ZNF536,0.3684738955823293,,0.3700228652527005,
ZNF593,0.3684738955823293,,,
ZNF609,0.3684738955823293,,0.3700228652527005,
ZNRF3,0.3684738955823293,,,
ZSWIM5,0.3684738955823293,,0.3700228652527005,
ZYX,,0.3393416927899687,,
